"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.487507230E2,3.382497311E-2,-1.702117167E-2,1.625759840E-2
2.487707130E2,3.018975914E-2,9.418694973E-3,4.135735631E-2
2.487907030E2,1.855877012E-2,3.620888293E-3,-6.581625938E-3
2.488106930E2,-1.539337993E-2,-1.013592906E-2,-8.474369645E-3
2.488306830E2,-1.432684779E-2,-7.228035629E-3,-3.005995095E-2
2.488506730E2,-3.751164258E-2,-2.403351814E-3,-2.752459824E-2
2.488706630E2,-1.275628567E-2,-1.004288524E-2,-4.566850841E-2
2.488906530E2,5.435864031E-3,3.396062851E-3,1.403624117E-2
2.489106430E2,1.842896193E-2,1.823446892E-2,1.140440941E-2
2.489306330E2,-9.329232574E-3,-1.176262446E-2,-3.810630441E-3
2.489506230E2,-2.441943437E-2,-7.430422381E-3,-3.602937341E-2
2.489706130E2,1.287644595E-2,8.480436131E-3,1.561206579E-3
2.489906030E2,1.549658328E-2,-1.933257602E-2,7.732942700E-3
2.490105930E2,-9.601128101E-4,-1.574077763E-2,-2.113417625E-2
2.490305830E2,5.358096063E-3,-5.227849334E-3,-5.580582619E-3
2.490505730E2,2.534914166E-2,1.141318023E-2,-9.112300873E-3
2.490705630E2,-1.464990646E-2,2.861481160E-2,-1.470574737E-3
2.490905530E2,-1.976241946E-2,7.696251422E-3,-5.229398847E-2
2.491105430E2,-1.026566416E-2,-2.341078967E-3,-5.181217790E-3
2.491305330E2,-6.689507067E-3,-1.366603933E-2,-1.653007865E-2
2.491505230E2,1.056124091E-2,-2.208727241E-2,-1.643184543E-2
2.491705130E2,4.010897577E-2,-8.290547803E-3,1.479871809E-2
2.491905030E2,-4.940312505E-3,-6.772537529E-3,-8.277318478E-3
2.492104930E2,-4.314572722E-2,-2.514960542E-3,-5.927439451E-2
2.492304830E2,5.557778478E-3,3.948624730E-3,-1.567638516E-2
2.492504730E2,1.113777637E-2,2.593466721E-2,3.248128295E-2
2.492704630E2,-1.879236639E-2,-4.984020442E-4,-5.505504370E-2
2.492904530E2,2.899049520E-3,-1.713548474E-2,1.769133568E-2
2.493104430E2,8.163005412E-3,-2.375731029E-2,-7.811880112E-4
2.493304330E2,1.688354284E-2,-1.458200566E-2,1.405963004E-2
2.493504230E2,8.145171404E-3,9.095563218E-3,4.145675898E-3
2.493704130E2,1.588016063E-2,-6.741108745E-4,1.193065882E-2
2.493904033E2,-3.267336398E-2,6.883926988E-3,-5.101227880E-2
2.494103943E2,-4.146172911E-2,-8.531233817E-3,-6.382996023E-2
2.494303843E2,-9.003835022E-3,-2.112701342E-2,-3.206613064E-3
2.494503743E2,4.179589748E-3,-1.094891131E-2,-1.148276210E-2
2.494703643E2,1.603131115E-2,-4.755540490E-3,9.421618581E-3
2.494903543E2,4.151230752E-3,1.969634593E-3,-1.625058174E-2
2.495103443E2,-2.083918422E-2,-5.643732548E-3,-2.277315080E-2
2.495303343E2,9.355545044E-3,2.238460332E-3,1.710836828E-2
2.495503243E2,8.380814195E-3,-8.030565977E-3,6.692138314E-3
2.495703143E2,3.684652179E-2,-9.855481982E-4,3.684856832E-2
2.495903043E2,-8.615872264E-4,9.588922039E-3,-4.401783943E-3
2.496102943E2,-2.558010668E-2,7.082439959E-5,-5.197823882E-2
2.496302843E2,-2.952405363E-2,-4.768550545E-2,-5.014922976E-2
2.496502743E2,-1.919465482E-2,-1.448311463E-2,-1.310361028E-2
2.496702643E2,7.837023139E-3,7.763128951E-3,-6.011522412E-3
2.496902543E2,1.106731743E-2,1.893861987E-2,1.568807960E-3
2.497102443E2,3.673396289E-2,2.907242931E-2,2.475067914E-2
2.497302343E2,6.127882004E-4,3.490276113E-3,-2.822743356E-2
2.497502243E2,-4.286359906E-2,-2.000632145E-2,-6.218455374E-2
2.497702143E2,-3.784902692E-3,-1.730286129E-2,-1.104246676E-2
2.497902043E2,1.618333876E-2,-1.644047007E-2,1.286504388E-2
2.498101943E2,8.950625360E-3,-7.137769237E-3,-1.225576401E-2
2.498301843E2,3.076512516E-3,1.389985487E-2,-1.404501200E-3
2.498501743E2,-2.095028132E-2,7.399212867E-3,-1.615000963E-2
2.498701643E2,-4.275279433E-2,2.096358374E-2,-7.133076847E-2
2.498901543E2,-3.646616042E-3,-3.668031469E-3,4.713440537E-3
2.499101443E2,2.631071627E-2,8.216799796E-3,5.600521624E-2
2.499301343E2,-2.021937937E-2,-3.449272513E-3,-2.009044826E-2
2.499501243E2,1.388421357E-3,-1.604402885E-2,-3.216260970E-2
2.499701143E2,4.241891831E-2,-2.147075661E-2,5.229223430E-2
2.499901043E2,9.278361797E-3,-4.038174838E-2,-3.387876749E-3
2.500100943E2,-3.444039255E-2,-2.682505198E-2,-4.385411739E-2
2.500300843E2,-4.594186574E-2,-8.536130860E-3,-2.972432077E-2
2.500500743E2,-1.390204757E-2,2.619435668E-2,-5.183673620E-2
2.500700643E2,-5.148181021E-3,2.134357966E-2,6.743593812E-3
2.500900543E2,2.410397708E-2,2.777836740E-2,5.133270621E-3
2.501100443E2,3.298355877E-2,2.513155214E-2,1.732880831E-2
2.501300343E2,-1.199322402E-2,-2.168184109E-2,-2.951908350E-2
2.501500243E2,-1.442888170E-2,-3.286062106E-2,-1.815618932E-2
2.501700143E2,7.068699002E-3,-5.165327981E-2,-6.478130221E-3
2.501900043E2,-2.261410654E-3,-1.921548553E-2,1.981621385E-3
2.502099943E2,1.644646347E-2,-3.115615770E-3,2.703986406E-2
2.502299843E2,7.461047173E-4,3.353056580E-2,-3.840685129E-2
2.502499743E2,5.975854397E-4,2.944511622E-2,-1.867132902E-2
2.502699643E2,-3.292917967E-2,1.114260033E-3,-3.720583320E-2
2.502899543E2,-1.065801233E-2,1.149949975E-2,-3.917108238E-2
2.503099443E2,-1.438415051E-3,-2.913740650E-2,1.993374288E-2
2.503299343E2,1.707767040E-2,-9.812212586E-3,1.715806961E-2
2.503499243E2,2.519857585E-3,-4.532323033E-4,1.133775115E-2
2.503699143E2,8.141663074E-3,6.960744783E-3,-1.799714506E-2
2.503899050E2,1.510511220E-2,4.841421470E-3,1.267150104E-2
2.504098950E2,-4.182542592E-2,-2.202141814E-2,-6.808556378E-2
2.504298850E2,8.153942227E-4,-1.599366970E-2,-1.848655701E-2
2.504498750E2,2.773831397E-2,1.378517635E-2,1.800650060E-2
2.504698650E2,-1.235545903E-2,3.911421821E-3,-2.634053707E-2
2.504898550E2,-2.783099234E-2,6.565984637E-3,-4.362256765E-2
2.505098450E2,2.329472244E-2,4.787992537E-3,2.269187450E-2
2.505298350E2,1.483584791E-2,1.312955730E-2,1.459640443E-2
2.505498250E2,-3.049439907E-2,-5.635619536E-3,-5.511000752E-2
2.505698150E2,7.864505053E-4,-2.002795614E-2,2.921853662E-3
2.505898050E2,1.877862543E-2,-1.623457499E-2,3.218775272E-2
2.506097950E2,2.371776849E-2,5.410574824E-3,-1.109801531E-2
2.506297850E2,2.628995866E-2,2.142719485E-2,1.598044038E-2
2.506497750E2,-5.733867377E-2,-1.784263238E-2,-5.080411792E-2
2.506697650E2,-1.238180074E-1,-2.986962408E-2,-2.179233885E-1
2.506897550E2,2.452556133E-2,-2.127962574E-2,1.064368665E-2
2.507097450E2,1.169180006E-1,2.140665650E-3,1.528625894E-1
2.507297350E2,-2.257522255E-2,3.048423953E-2,-2.747548163E-2
2.507497250E2,-6.735992432E-2,1.680877157E-2,-1.100598013E-1
2.507697150E2,-1.721741885E-2,-3.251534298E-2,1.070625186E-2
2.507897050E2,8.724338114E-3,-1.962384045E-2,-1.290655911E-2
2.508096950E2,-9.151184857E-3,-2.992458791E-2,-3.556627393E-2
2.508296850E2,3.591155201E-2,-2.612682134E-3,3.750988841E-2
2.508496750E2,2.702875435E-2,2.863746956E-2,2.773568273E-2
2.508696650E2,-1.078489691E-2,3.701389834E-2,-2.111546516E-2
2.508896550E2,-2.541024506E-2,1.255462982E-2,-1.995303869E-2
2.509096450E2,3.801391840E-2,1.887861282E-2,9.403492212E-3
2.509296350E2,-9.367824197E-3,-6.850451678E-3,3.897169232E-3
2.509496250E2,1.236978471E-2,-5.171716064E-3,-3.247718990E-2
2.509696150E2,7.072207332E-4,-3.325669684E-2,-5.067781806E-3
2.509896050E2,-1.251947343E-2,-2.983505242E-2,-3.581653476E-2
2.510095950E2,-9.564875364E-3,-2.834174663E-2,-2.657559514E-2
2.510295850E2,-2.583007514E-3,-1.327895366E-2,-2.504830241E-2
2.510495750E2,1.860905617E-2,-6.006479189E-3,2.405310631E-2
2.510695650E2,3.684038222E-3,2.219464190E-2,-1.330884755E-2
2.510895550E2,-7.368076444E-3,2.047804557E-2,-6.100984812E-3
2.511095450E2,3.518269658E-3,1.390109740E-2,-1.207157671E-2
2.511295350E2,-4.745015502E-4,1.383275807E-2,6.288095713E-3
2.511495250E2,5.275650322E-3,8.246182054E-3,6.796218753E-3
2.511695150E2,-2.066406012E-3,1.532993764E-3,-1.922330618E-2
2.511895050E2,1.133745879E-2,6.403285861E-3,-5.917382240E-4
2.512094960E2,9.000326693E-3,-1.965241872E-2,1.915547848E-3
2.512294860E2,8.600084782E-3,-3.513752684E-2,-6.590396762E-3
2.512494760E2,-2.427617759E-2,-1.212968342E-2,-3.948917091E-2
2.512694660E2,-3.412785888E-2,-1.536772527E-2,-7.536125422E-2
2.512894560E2,-2.021382451E-2,-9.571307302E-3,-3.824663758E-3
2.513094460E2,-1.123308599E-2,1.132686071E-2,-1.826436281E-2
2.513294360E2,5.660689473E-3,1.001759604E-2,2.774503827E-3
2.513494260E2,3.024560004E-2,1.232103355E-2,4.672860861E-2
2.513694160E2,2.162475765E-2,1.739904799E-2,-7.601380348E-3
2.513894060E2,1.603072643E-2,-9.111204520E-3,1.651838422E-2
2.514093960E2,4.271683395E-3,-1.903794944E-2,-5.699865818E-3
2.514293860E2,-6.513798237E-3,-9.506403208E-3,-6.609107852E-3
2.514493760E2,-1.421721250E-2,-2.616358571E-2,1.286212027E-2
2.514693660E2,-2.656945556E-2,-1.028817594E-3,-4.334248602E-2
2.514893560E2,-2.668201447E-2,-2.041957341E-2,-4.124099672E-2
2.515093460E2,-1.782523692E-2,2.499684691E-5,-2.009746492E-2
2.515293360E2,1.987614781E-2,-1.327310644E-2,-9.884718060E-3
2.515493260E2,-9.390628338E-4,8.435412571E-3,1.606405556E-2
2.515693160E2,-2.128825039E-2,-5.641832203E-3,-3.338000000E-2
2.515893060E2,-2.362538248E-2,-1.173667744E-2,-3.733681083E-2
2.516092960E2,-3.384076059E-3,-3.394893408E-3,-6.465851068E-3
2.516292860E2,6.935967207E-3,2.110113949E-3,1.627981782E-2
2.516492760E2,1.155731410E-2,1.599403515E-2,-1.584010720E-2
2.516692660E2,-1.936597824E-2,-5.473140031E-3,-3.196906686E-2
2.516892560E2,-3.305723369E-3,1.089555547E-3,-9.267836809E-4
2.517092460E2,1.459435791E-2,-2.667784832E-2,1.223588347E-2
2.517292360E2,1.079688370E-2,-3.079801574E-3,-9.404661655E-3
2.517492260E2,-1.003762275E-2,-2.453491688E-3,-1.141318023E-2
2.517692160E2,-1.764134198E-2,2.146293595E-3,-1.924669504E-2
2.517892060E2,-9.281285405E-3,-3.326773345E-3,-9.294149280E-3
2.518091960E2,-4.098898172E-3,-1.517842166E-2,-2.250944138E-2
2.518291860E2,-1.640933365E-2,-1.801161692E-3,-1.101498485E-2
2.518491760E2,-4.406461716E-3,9.369432181E-4,-3.332912922E-5
2.518691660E2,7.718324661E-3,1.408228800E-3,-4.919847250E-3
2.518891560E2,8.581666052E-3,-1.465721548E-2,-5.472993851E-3
2.519091460E2,-5.185895562E-3,4.838936403E-3,-1.590267241E-2
2.519291360E2,-7.466894388E-3,-6.414761022E-3,1.516767740E-3
2.519491270E2,-1.089745581E-2,-1.322472073E-2,-8.959688544E-3
2.519691170E2,-6.224945784E-3,-7.412369102E-3,-1.465487659E-2
2.519891070E2,5.432063341E-3,-1.297263265E-2,-3.027103543E-3
2.520090970E2,-1.346116751E-2,-1.021859407E-2,3.806537390E-4
2.520290870E2,-2.082661271E-2,-1.705618188E-2,-4.095682204E-2
2.520490770E2,-1.967851192E-2,-1.042032301E-2,-3.333322227E-2
2.520690670E2,-3.238772750E-3,-1.098728366E-2,1.133775115E-2
2.520890570E2,-7.532675564E-3,-9.467738494E-3,-4.670638919E-2
2.521090470E2,2.634170651E-3,1.000824049E-3,-3.762683272E-3
2.521290370E2,5.596077740E-3,1.352899522E-3,-1.333399057E-2
2.521490270E2,1.464815229E-2,1.886531040E-3,-6.137822270E-3
2.521690170E2,4.107376635E-3,-1.760472380E-2,2.246558726E-2
2.521890070E2,-1.471071750E-2,-8.697660193E-3,-3.684915304E-2
2.522089970E2,-1.139826983E-2,6.755726784E-4,-2.494012892E-2
2.522289870E2,5.477086902E-3,-7.743906230E-4,1.445431709E-2
2.522489770E2,6.103323698E-3,-3.765241429E-3,1.187569499E-3
2.522689670E2,-2.616161227E-2,9.109157994E-3,-3.247835934E-2
2.522889570E2,-1.592898488E-2,-5.569545999E-3,-9.074878693E-3
2.523089470E2,1.100679874E-2,-2.887062728E-4,-3.518854380E-3
2.523289370E2,4.695898890E-3,7.297252044E-3,2.180485189E-2
2.523489270E2,-2.558624625E-2,-2.713546604E-3,-2.766142309E-2
2.523689170E2,1.435783803E-3,-2.888743803E-3,-2.533013821E-2
2.523889065E2,8.122951984E-2,9.647467285E-3,4.440375566E-2
2.524088965E2,3.213191181E-2,-4.093482189E-2,1.648096204E-2
2.524288865E2,-7.016921908E-2,2.168498397E-2,-1.242118174E-1
2.524488765E2,-1.690508983E-1,-3.155574180E-2,-1.354677075E-1
2.524688665E2,4.907304972E-2,1.581657216E-2,1.204222369E-1
2.524888565E2,1.425355294E-1,3.781430908E-2,1.006627411E-1
2.525088465E2,-1.104682294E-1,-2.156211935E-2,-1.123355377E-1
2.525288365E2,-4.299633086E-2,5.993249863E-3,-4.115211904E-2
2.525488265E2,1.255195472E-1,-1.999967024E-2,9.591947973E-2
2.525688165E2,1.726975143E-2,3.259164914E-3,-1.932212412E-2
2.525888065E2,-7.812026292E-2,-1.000451289E-2,-4.243792176E-2
2.526087965E2,3.059263229E-2,-4.217815921E-3,1.218501270E-2
2.526287875E2,-8.886890709E-3,9.515100941E-3,-4.346703172E-2
2.526487775E2,-5.505299717E-2,-6.395172849E-3,-6.687402070E-2
2.526687675E2,2.791636169E-2,-1.037274130E-2,4.034578800E-2
2.526887575E2,5.428759664E-2,4.014259726E-3,2.179666579E-2
2.527087475E2,-3.846883178E-2,-8.709646985E-3,-1.566819906E-2
2.527287375E2,-1.004259288E-3,1.097931683E-2,-4.752909243E-2
2.527487275E2,6.221115857E-2,-2.989096642E-3,5.146836162E-2
2.527687175E2,1.766005307E-2,-2.653766133E-2,-5.455452204E-2
2.527887075E2,-6.772040516E-2,-3.148418650E-2,-7.283818066E-2
2.528086975E2,1.397455305E-2,1.205615468E-2,3.053883791E-2
2.528286875E2,-2.573067248E-3,1.982622720E-2,-7.825211763E-2
2.528486775E2,3.015409112E-3,-1.908385009E-3,4.181460857E-2
2.528686675E2,4.484697461E-2,2.119615674E-5,9.289880812E-2
2.528886575E2,-1.124185681E-2,9.472489357E-5,-9.166563034E-2
2.529086475E2,3.679068089E-3,5.930246115E-3,4.487796485E-2
2.529286375E2,-4.109189272E-2,1.540945977E-2,-4.990890920E-2
2.529486275E2,3.328469038E-2,4.303623810E-3,8.073835373E-3
2.529686175E2,1.972704381E-2,-1.451256998E-2,4.987265646E-2
2.529886075E2,-2.761464536E-2,1.256413154E-2,-6.726110637E-2
2.530085975E2,3.419159353E-2,-9.569260776E-3,5.994214654E-2
2.530285875E2,2.259744197E-2,2.798053488E-2,2.540615201E-3
2.530485775E2,-3.107356578E-2,1.235078126E-2,-1.832341969E-2
2.530685675E2,-2.743893653E-2,-4.913269132E-3,-8.213934660E-2
2.530885575E2,-1.422042847E-3,-2.808490768E-2,-2.754330933E-2
2.531085475E2,-4.392720759E-3,8.775574341E-3,3.524701595E-3
2.531285375E2,-2.974507838E-2,2.343198583E-3,-5.578711510E-2
2.531485275E2,-3.786101371E-2,-2.318603732E-2,-2.213171124E-2
2.531685175E2,2.678229421E-2,3.102386445E-3,-2.741174698E-3
2.531885075E2,1.150907457E-2,-1.591319740E-3,9.061488569E-2
2.532084975E2,-5.580377966E-2,-6.578117609E-4,-5.361078143E-2
2.532284875E2,-4.521534920E-2,-1.864311621E-3,-2.113826931E-2
2.532484775E2,2.484598875E-2,9.033948183E-4,-8.841399372E-2
2.532684685E2,1.357068586E-1,1.790768266E-2,1.418318170E-1
2.532884585E2,5.826107204E-2,1.121612906E-2,2.284624100E-2
2.533084485E2,4.475751221E-3,-3.086979032E-2,-2.715020102E-1
2.533284385E2,-1.078470395E0,-7.328074180E-2,-9.930454981E-1
2.533484285E2,-1.092300814E-1,-5.790497661E-2,4.312456030E-1
2.533684185E2,2.349960887E-1,1.001821730E-1,6.025152272E-1
2.533884087E2,6.339925432E-1,-1.387865871E-2,5.659654516E-1
2.534083987E2,9.189440265E-1,-8.671157688E-2,-1.567714530E-1
2.534283887E2,-6.812321985E-1,9.217930824E-2,-3.373644626E-1
2.534483787E2,-6.102765289E-1,-1.463040307E0,8.341626155E-1
2.534683687E2,-4.370577353E-1,-2.901315317E0,-1.399481950E0
2.534883587E2,1.414317798E0,-1.574662046E0,2.446469182E-1
2.535083487E2,1.333601956E0,1.520803050E0,1.377163128E0
2.535283387E2,2.689236805E-1,2.143846536E0,3.283854783E-2
2.535483287E2,3.030699581E-2,2.111242607E0,1.131450262E0
2.535683187E2,1.054235148E0,-6.305250712E-1,1.483222264E0
2.535883087E2,1.883630529E0,-2.012882207E0,1.562984717E0
2.536082987E2,-5.249212137E-1,1.079293829E0,6.086733978E0
2.536282887E2,2.243883625E-1,1.211794660E0,7.694871479E0
2.536482787E2,3.326081035E0,1.200240342E0,5.411450737E0
2.536682687E2,4.126601111E0,2.179697642E-1,2.212020392E0
2.536882587E2,1.571121703E0,-5.039634772E-2,-1.980931413E-1
2.537082487E2,-8.737172753E-1,-1.543957293E-2,3.741107047E-1
2.537282387E2,6.424612118E-1,1.771005700E0,6.115736167E0
2.537482287E2,-5.980122864E-2,-2.056187125E0,6.188282572E0
2.537682187E2,2.257093362E0,-2.038300492E0,8.738885987E-1
2.537882087E2,2.176551036E0,-1.565846345E0,-3.677360702E0
2.538081987E2,-5.410750240E-1,-2.205146698E0,-1.676648743E0
2.538281887E2,-1.877681718E0,-2.168813562E0,7.129913503E-1
2.538481787E2,-9.090612088E-1,-1.401455970E0,6.013188869E-1
2.538681687E2,1.917529761E0,-1.195844771E0,8.098270887E-1
2.538881597E2,3.270892383E0,-1.893708790E0,1.176410673E0
2.539081497E2,1.333376253E0,-1.790237923E0,-1.702147281E0
2.539281397E2,1.351416083E0,-1.695970282E0,-4.596772213E0
2.539481297E2,1.301080912E0,-2.450614858E-1,-2.212616808E0
2.539681197E2,2.528445391E0,-6.536690086E-2,-2.159028831E0
2.539881097E2,2.980548012E0,2.388801017E-1,-1.865384585E-1
2.540080997E2,2.631775047E0,-1.612011282E0,-9.507619429E-1
2.540280897E2,3.359396716E0,-1.132257178E0,-2.832361149E0
2.540480797E2,4.457279867E-1,2.315593877E-1,-3.424165739E0
2.540680697E2,-1.530411049E0,-7.940074468E-1,-3.845064986E0
2.540880597E2,-9.906767911E-1,-7.745274478E-1,-2.979988141E0
2.541080497E2,2.656080168E-1,-9.296423846E-1,-3.107050769E0
2.541280397E2,2.551994467E0,-9.820495167E-1,-3.114207176E0
2.541480297E2,3.387400786E0,-2.150079668E-1,-2.834899718E0
2.541680197E2,1.692793490E0,2.035518095E-1,-2.404537629E0
2.541880097E2,5.767576575E-2,2.059822047E-1,3.606101854E0
2.542079997E2,3.537606400E-1,-4.551127678E-1,3.735500152E0
2.542279897E2,2.572254485E-1,-1.538353906E0,5.418034117E0
2.542479797E2,8.896597087E-1,-1.658203116E0,1.743257300E0
2.542679697E2,1.128557060E0,1.410020094E0,2.084906017E0
2.542879597E2,1.966462478E0,7.837011445E-1,-3.676378369E-1
2.543079497E2,6.451507849E-1,2.342941305E-1,-1.723481432E0
2.543279397E2,-1.156003890E0,2.888527456E-1,-1.356399665E0
2.543479297E2,-1.431929319E0,-8.917129585E-1,-4.868894613E-1
2.543679197E2,-3.847672552E-1,-1.241729042E0,-2.757079124E-2
2.543879099E2,-3.601884842E-4,-8.891682503E-1,5.218645817E-1
2.544078999E2,2.705389738E-2,-9.147758389E-1,3.553423119E-1
2.544278899E2,3.927732629E-1,-1.029398807E0,9.445118541E-1
2.544478799E2,2.552742326E-1,-3.088256648E-1,7.435348660E-1
2.544678699E2,-4.297703505E-2,4.903665081E-1,2.176227247E0
2.544878599E2,7.594217509E-1,-2.646932200E-1,2.229916965E0
2.545078499E2,2.030371376E0,1.576084819E-1,-2.703881156E-1
2.545278399E2,3.087610531E-1,-2.849451098E0,-4.119259931E0
2.545478299E2,-2.475628077E0,6.249372527E-1,-4.603551475E0
2.545678199E2,2.009633641E0,1.166197341E0,-4.187372392E0
2.545878109E2,2.023830680E0,3.528312251E-1,-2.161496941E0
2.546078009E2,1.963222828E0,1.252839044E-1,1.734067816E-1
2.546277909E2,3.489587604E0,9.914725971E-1,-7.269661957E-1
2.546477809E2,-4.138475052E-1,3.116138219E0,1.577477041E0
2.546677709E2,1.350269736E0,2.120200980E0,2.438760797E0
2.546877609E2,2.682688216E0,1.692908680E0,2.716765496E0
2.547077509E2,2.454714925E0,2.866919363E0,1.352928758E0
2.547277409E2,3.566773189E0,3.130581719E0,-7.568986773E-2
2.547477309E2,3.208461953E0,2.958156100E0,-1.383392751E-2
2.547677209E2,3.290310986E0,2.362639113E0,1.463414236E0
2.547877109E2,3.007995427E0,1.942735793E0,8.943649632E-1
2.548077009E2,2.772473089E0,7.953109373E-1,-3.211817086E0
2.548276909E2,8.900143424E-1,1.189965249E0,-3.790252894E0
2.548476809E2,5.162796137E-1,9.642614096E-1,-3.720647639E-1
2.548676709E2,1.106264842E0,-4.038217230E-1,4.471213782E-1
2.548876609E2,3.734154707E-1,-1.999163178E0,-1.745823643E0
2.549076509E2,-1.880810124E0,-3.194847881E0,-3.600827081E0
2.549276409E2,-3.060392034E0,-3.432322020E0,-1.188937747E0
2.549476309E2,-2.911603200E0,-2.760788306E0,2.460192012E0
2.549676209E2,-2.648519426E0,-2.996599789E0,4.752786452E-1
2.549876109E2,-2.230438537E0,-4.762760047E0,-1.948494569E0
2.550076009E2,-4.483842598E0,-6.086190771E0,1.762287648E0
2.550275909E2,-3.005479078E0,-6.752082215E0,5.328630189E0
2.550475809E2,-1.799973391E0,-5.072311059E0,4.949873872E0
2.550675709E2,-1.147488005E0,-3.645067407E0,2.015636392E0
2.550875609E2,-1.248194893E0,-1.975085367E0,8.793422967E-1
2.551075509E2,-7.423426187E-1,-1.089582151E0,-7.333279663E-1
2.551275409E2,-6.348981307E-1,-2.181504066E-1,-2.186253467E0
2.551475309E2,-2.493212555E-1,-5.698567736E-1,-5.126142865E-1
2.551675219E2,4.435308223E-1,-1.842833628E0,6.782056797E-1
2.551875119E2,1.256595587E0,-1.627304674E0,-1.051643370E0
2.552075019E2,1.555415643E0,-2.787964118E-1,-4.469683565E0
2.552274919E2,-6.139900956E-1,7.571237952E-2,-5.326349190E0
2.552474819E2,-1.453532661E-1,4.905188280E-1,-3.372365255E0
2.552674719E2,4.119952169E-1,5.816549930E-1,1.045819543E0
2.552874619E2,9.425319868E-1,8.137920856E-2,2.571715372E0
2.553074519E2,8.297185855E-1,-6.390509695E-2,1.047816367E0
2.553274419E2,4.918855416E-1,1.324101107E0,2.064517946E0
2.553474319E2,2.466962211E0,1.359695448E0,4.441891750E0
2.553674219E2,3.163016516E0,7.793762514E-1,3.127494974E0
2.553874114E2,1.873668189E0,9.708608696E-1,-5.000246465E-2
2.554074014E2,1.543141899E0,1.084600324E0,-1.786008632E0
2.554273914E2,1.631594630E0,1.421383573E0,-1.416822453E0
2.554473814E2,8.400379709E-1,1.091780120E0,-1.205950806E0
2.554673714E2,-1.908608299E-1,9.167220846E-1,-8.386246258E-1
2.554873614E2,-8.500977400E-1,-1.640655622E-1,1.187998685E0
2.555073514E2,-1.155563741E0,-1.314921856E0,2.510103260E0
2.555273414E2,-1.667465690E0,-1.632847250E0,1.536727796E0
2.555473314E2,-1.561047973E0,-1.487907053E0,2.980904692E-1
2.555673214E2,1.093101444E0,-5.727230787E-1,7.334443259E-1
2.555873114E2,4.211401525E-1,2.852973461E-1,1.912150615E-1
2.556073014E2,1.269545416E0,-1.141768259E-1,-8.776752555E-1
2.556272914E2,1.029643513E-1,-2.469910669E-1,-1.047808181E0
2.556472814E2,-1.962196934E-1,-2.771667928E-1,-2.362009075E0
2.556672724E2,2.897587717E-1,-1.019263244E-1,-1.873443217E0
2.556872624E2,1.660033587E0,7.657993090E-1,-6.430533886E-1
2.557072524E2,1.478078176E0,1.460677739E0,2.170661867E-2
2.557272424E2,1.012871068E0,1.239969322E0,-2.551409161E-1
2.557472324E2,4.181478399E-1,3.059695923E-1,1.726051283E-1
2.557672224E2,1.729091835E-1,7.764166832E-2,-2.864580184E-1
2.557872124E2,7.036817059E-1,-1.267881006E-1,-8.256163251E-1
2.558072024E2,8.843431279E-1,2.180619675E-1,-9.757663912E-1
2.558271924E2,6.150124812E-1,2.072644991E-1,-5.411913836E-1
2.558471824E2,-1.054127267E-1,-1.056200105E-1,-2.705728877E-1
2.558671724E2,-3.909819683E-1,-1.328183341E-1,3.225558043E-2
2.558871624E2,-3.652594820E-1,-2.416771173E-2,2.865808100E-1
2.559071524E2,-1.436839226E-1,2.501397926E-1,1.727267504E-3
2.559271424E2,4.755756837E-1,4.643034214E-1,-9.904774010E-2
2.559471324E2,6.923024395E-1,3.384274864E-1,-2.074299753E-1
2.559671224E2,8.623792318E-1,2.816925377E-1,-5.165734363E-1
2.559871124E2,1.991316068E-1,1.033413506E-1,-7.088883591E-1
2.560071024E2,5.987683314E-1,2.805803972E-1,-1.111731112E-2
2.560270924E2,1.887405199E-1,4.306199509E-1,-3.855794334E-1
2.560470824E2,1.120493165E-1,1.565679699E-1,-3.774477106E-1
2.560670724E2,1.282016650E-1,-2.207353145E-1,-1.281183422E-1
2.560870624E2,6.426531467E-1,4.059487939E-2,-3.094352371E-1
2.561070524E2,1.328593669E0,6.699342084E-1,-3.146971464E-3
2.561270424E2,1.570892053E0,9.771211910E-1,2.471922112E-1
2.561470324E2,1.359934891E0,8.859981823E-1,5.829393339E-1
2.561670234E2,1.067414334E0,5.791556007E-1,1.801456976E-1
2.561870134E2,6.535119378E-1,4.844043946E-1,-3.039663363E-1
2.562070034E2,1.283667757E-1,2.417016757E-1,-2.636965621E-1
2.562269934E2,-3.688855597E-1,-2.515045327E-1,8.829295635E-3
2.562469834E2,-7.490910365E-1,-6.243955082E-1,1.084307671E-1
2.562669734E2,-8.551869372E-1,-7.526512599E-1,1.882376593E-1
2.562869634E2,-8.038309883E-1,-6.712545097E-1,5.341618609E-1
2.563069534E2,-5.838686392E-1,-6.092751932E-1,6.350731087E-1
2.563269434E2,-3.387557345E-1,-2.108535200E-1,3.684003139E-1
2.563469334E2,-3.274082623E-2,1.316208243E-2,1.557616389E-1
2.563669234E2,1.160119562E-2,-8.023198485E-2,-3.156531662E-1
2.563869134E2,-4.912905052E-2,-1.498243761E-1,-5.506691355E-1
2.564069038E2,1.120440631E-1,8.279131114E-2,-5.797485083E-1
2.564268938E2,7.213530149E-1,4.456344312E-1,3.134633839E-2
2.564468838E2,1.677568363E0,1.034774153E0,7.679236025E-1
2.564668738E2,2.414495876E0,1.696149791E0,8.859525740E-1
